synthetic_raw_id,source_case_id,label_kind,status,raw_case_dir
BraTS-MET-00764-000,BraTS-MET-00764-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00764-000
BraTS-MET-00765-000,BraTS-MET-00765-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00765-000
BraTS-MET-00766-000,BraTS-MET-00766-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00766-000
BraTS-MET-00767-000,BraTS-MET-00767-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00767-000
BraTS-MET-00768-000,BraTS-MET-00768-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00768-000
BraTS-MET-00769-000,BraTS-MET-00769-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00769-000
BraTS-MET-00770-000,BraTS-MET-00770-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00770-000
BraTS-MET-00771-000,BraTS-MET-00771-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00771-000
BraTS-MET-00772-000,BraTS-MET-00772-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00772-000
BraTS-MET-00773-000,BraTS-MET-00773-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00773-000
BraTS-MET-00773-001,BraTS-MET-00773-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00773-001
BraTS-MET-00774-001,BraTS-MET-00774-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00774-001
BraTS-MET-00775-000,BraTS-MET-00775-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00775-000
